arbeitsort.plz;landkreis_georef;km2;einwohner;r_u_marker
Sehestedt;Kreis Rendsburg-Eckernförde;2.256,69;283.927,00;r
Sehlde;Landkreis Wolfenbüttel;718,18;120.810,00;u
Sehlem;Landkreis Bernkastel-Wittlich;1.090,26;112.068,00;r
Sehlen;Landkreis Vorpommern-Rügen;3.165,67;226.652,00;r
Sehmatal-Cranzahl;Landkreis Erzgebirgskreis;1.887,88;371.093,00;u
Sehmatal-Neudorf;Landkreis Erzgebirgskreis;1.887,88;371.093,00;u
Sehmatal-Sehma;Landkreis Erzgebirgskreis;1.887,88;371.093,00;u
Sehnde;Landkreis Region Hannover;2.295,00;1.102.881,00;u
Seibersbach;Landkreis Bad Kreuznach;920,86;163.452,00;u
Seifen;Landkreis Altenkirchen (Westerwald);774,66;148.052,00;u
Seifhennersdorf;Landkreis Görlitz;2.117,33;270.663,00;r
Seinsfeld;Landkreis Eifelkreis Bitburg-Prüm;1.732,70;99.234,00;r
Seinsheim;Landkreis Kitzingen;683,60;87.849,00;r
Seisla;Landkreis Saale-Orla-Kreis;1.146,29;85.837,00;r
Seitenroda;Landkreis Saale-Holzland-Kreis;729,06;78.732,00;r
Seitershof;Landkreis Südwestpfalz;1.035,97;109.828,00;r
Seitingen-Oberflacht;Landkreis Tuttlingen;715,74;131.707,00;u
Seiwerath;Landkreis Eifelkreis Bitburg-Prüm;1.732,70;99.234,00;r
Selb;Landkreis Wunsiedel i. Fichtelgebirge;598,88;76.220,00;r
Selbach (Sieg);Landkreis Altenkirchen (Westerwald);774,66;148.052,00;u
Selbitz;Landkreis Hof;885,37;99.647,00;r
Selchenbach;Landkreis Kusel;507,89;69.094,00;r
Selent;Kreis Plön;1.155,28;145.095,00;r
Selfkant;Kreis Heinsberg;628,03;248.504,00;u
Seligenstadt;Landkreis Offenbach;355,86;332.373,00;u
Seligweiler;Landkreis Neu-Ulm;571,23;180.170,00;u
Selk;Kreis Schleswig-Flensburg;1.999,27;221.013,00;r
Selke-Aue;Landkreis Harz;2.113,76;239.545,00;r
Sellerich;Landkreis Eifelkreis Bitburg-Prüm;1.732,70;99.234,00;r
Sellin;Landkreis Vorpommern-Rügen;3.165,67;226.652,00;r
Selm;Kreis Unna;542,78;396.276,00;u
Selmsdorf;Landkreis Nordwestmecklenburg;2.122,63;157.264,00;r
Selow;Landkreis Rostock;3.367,72;219.050,00;r
Selpin;Landkreis Rostock;3.367,72;219.050,00;r
Selsingen;Landkreis Rotenburg (Wümme);2.148,82;172.747,00;r
Selters (Taunus);Landkreis Limburg-Weilburg;737,61;170.838,00;u
Selters (Westerwald);Landkreis Westerwaldkreis;896,44;189.443,00;u
Selzen;Landkreis Mainz-Bingen;571,11;193.441,00;u
Sembach;Landkreis Donnersbergkreis;705,66;80.477,00;r
Semlow;Landkreis Vorpommern-Rügen;3.165,67;226.652,00;r
Semmenstedt;Landkreis Wolfenbüttel;718,18;120.810,00;u
Semmerin;Landkreis Ludwigslust-Parchim;5.275,72;226.973,00;r
Senden;Kreis Coesfeld;1.111,59;215.887,00;u
Sendenhorst;Kreis Warendorf;1.318,54;274.192,00;u
Senftenberg;Landkreis Oberspreewald-Lausitz;1.225,79;118.277,00;r
Sengenthal;Landkreis Neumarkt i.d. OPf.;1.343,97;126.715,00;r
Sengerich;Landkreis Eifelkreis Bitburg-Prüm;1.732,70;99.234,00;r
Senheim;Landkreis Cochem-Zell;642,48;58.868,00;r
Sennfeld;Landkreis Schweinfurt;832,66;113.230,00;r
Sennhütte;Landkreis Hersfeld-Rotenburg;1.096,37;120.869,00;r
Senscheid;Landkreis Ahrweiler;816,76;129.806,00;u
Sensweiler;Landkreis Birkenfeld;825,16;87.116,00;r
Serba;Landkreis Saale-Holzland-Kreis;729,06;78.732,00;r
Sereetz;Kreis Ostholstein;1.325,41;188.322,00;r
Sereetzerfeld;Kreis Ostholstein;1.325,41;188.322,00;r
Sernow;Landkreis Teltow-Fläming;2.106,69;159.818,00;r
Serrig;Landkreis Trier-Saarburg;1.080,07;138.442,00;r
Sersheim;Landkreis Ludwigsburg;690,72;510.260,00;u
Sessenbach;Landkreis Westerwaldkreis;896,44;189.443,00;u
Sessenhausen;Landkreis Westerwaldkreis;896,44;189.443,00;u
Seßlach;Landkreis Coburg;590,35;87.833,00;r
Seth;Kreis Segeberg;1.443,50;269.392,00;u
Setzingen;Landkreis Alb-Donau-Kreis;1.365,44;183.722,00;r
Seubersdorf i.d.OPf.;Landkreis Neumarkt i.d. OPf.;1.343,97;126.715,00;r
Seukendorf;Landkreis Fürth;307,24;112.843,00;u
Seulingen;Landkreis Göttingen;1.676,76;317.156,00;u
Seupahn;Landkreis Mittelsachsen;2.061,49;314.980,00;u
Sevenig (Our);Landkreis Eifelkreis Bitburg-Prüm;1.732,70;99.234,00;r
Sevenig bei Neuerburg;Landkreis Eifelkreis Bitburg-Prüm;1.732,70;99.234,00;r
Sexau;Landkreis Emmendingen;715,72;159.225,00;u
Seybothenreuth;Landkreis Bayreuth;1.289,34;105.722,00;r
Sibbesse;Landkreis Hildesheim;1.207,70;277.924,00;u
Sickerode;Landkreis Eichsfeld;942,96;102.407,00;r
Sickingerhof;Landkreis Kaiserslautern;537,10;92.400,00;u
Sickte;Landkreis Wolfenbüttel;718,18;120.810,00;u
Siebeldingen;Landkreis Südliche Weinstraße;667,05;109.962,00;u
Siebenbach;Landkreis Vulkaneifel;1.042,71;76.776,00;r
Siebenbäumen;Kreis Stormarn;836,53;205.490,00;u
Siebeneichen;Kreis Herzogtum Lauenburg;1.110,71;190.763,00;u
Siedenbollentin;Landkreis Mecklenburgische Seenplatte;5.480,97;268.858,00;r
Siedenbrünzow;Landkreis Mecklenburgische Seenplatte;5.480,97;268.858,00;r
Siedenburg;Landkreis Diepholz;1.989,36;212.437,00;r
Siefersheim;Landkreis Alzey-Worms;591,37;125.821,00;u
Siegbach;Landkreis Lahn-Dill-Kreis;1.065,67;253.676,00;u
Siegburg;Kreis Rhein-Sieg-Kreis;1.152,60;578.890,00;u
Siegelsbach;Landkreis Heilbronn;1.094,32;323.213,00;u
Siegen;Kreis Siegen-Wittgenstein;1.136,59;277.233,00;u
Siegenburg;Landkreis Kelheim;1.065,49;112.953,00;r
Siegsdorf;Landkreis Traunstein;1.457,39;168.951,00;r
Siehdichum;Landkreis Oder-Spree;2.211,53;176.547,00;r
Siek;Kreis Stormarn;836,53;205.490,00;u
Sielbek;Kreis Ostholstein;1.325,41;188.322,00;r
Sielenbach;Landkreis Aichach-Friedberg;779,72;126.556,00;u
Siemz-Niendorf;Landkreis Nordwestmecklenburg;2.122,63;157.264,00;r
Sien;Landkreis Birkenfeld;825,16;87.116,00;r
Sienhachenbach;Landkreis Birkenfeld;825,16;87.116,00;r
Sierksdorf;Kreis Ostholstein;1.325,41;188.322,00;r
Sierksrade;Kreis Stormarn;836,53;205.490,00;u
Sierscheid;Landkreis Ahrweiler;816,76;129.806,00;u
Siershahn;Landkreis Westerwaldkreis;896,44;189.443,00;u
Siesbach;Landkreis Birkenfeld;825,16;87.116,00;r
Siestedt;Landkreis Börde;3.099,16;203.092,00;r
Sietow;Landkreis Mecklenburgische Seenplatte;5.480,97;268.858,00;r
Sieversdorf-Hohenofen;Landkreis Havelland;1.644,35;154.033,00;r
Sievershütten;Kreis Segeberg;1.443,50;269.392,00;u
Sieverstedt;Kreis Schleswig-Flensburg;1.999,27;221.013,00;r
Siggelkow;Landkreis Ludwigslust-Parchim;5.275,72;226.973,00;r
Sigmaringen;Landkreis Sigmaringen;1.124,48;111.447,00;r
Sigmaringendorf;Landkreis Sigmaringen;1.124,48;111.447,00;r
Sigmarszell;Landkreis Lindau (Bodensee);323,13;78.562,00;u
Silberhausen;Landkreis Eichsfeld;942,96;102.407,00;r
Silberstedt;Kreis Schleswig-Flensburg;1.999,27;221.013,00;r
Silbertal;Landkreis Bad Dürkheim;661,13;147.311,00;u
Silbitz;Landkreis Saale-Holzland-Kreis;729,06;78.732,00;r
Silz;Landkreis Mecklenburgische Seenplatte;5.480,97;268.858,00;r
Silzen;Kreis Steinburg;972,59;127.718,00;r
Simbach;Landkreis Dingolfing-Landau;878,58;90.409,00;r
Simbach a. Inn;Landkreis Rottal-Inn;1.282,57;117.440,00;r
Simmelsdorf;Landkreis Nürnberger Land;750,56;164.114,00;u
Simmerath;Kreis Städteregion Aachen;707,06;539.546,00;u
Simmern;Landkreis Rhein-Hunsrück-Kreis;991,23;103.662,00;r
Simmersfeld;Landkreis Calw;796,74;151.273,00;u
Simmershofen;Landkreis Neustadt a.d. Aisch-Bad Windsheim;1.266,89;97.730,00;r
Simmertal;Landkreis Bad Kreuznach;920,86;163.452,00;u
Simmozheim;Landkreis Calw;796,74;151.273,00;u
Simonsberg;Kreis Nordfriesland;2.129,66;166.100,00;r
Simonshof;Landkreis Donnersbergkreis;705,66;80.477,00;r
Simonswald;Landkreis Emmendingen;715,72;159.225,00;u
Sindelfingen;Landkreis Böblingen;616,30;364.070,00;u
Sindelsdorf;Landkreis Weilheim-Schongau;983,83;128.973,00;r
Singen (Hohentwiel);Landkreis Konstanz;817,23;267.010,00;u
Singhofen;Landkreis Rhein-Lahn-Kreis;826,60;125.539,00;u
Sinn;Landkreis Lahn-Dill-Kreis;1.065,67;253.676,00;u
Sinntal;Landkreis Main-Kinzig-Kreis;1.396,03;401.095,00;u
Sinsheim;Landkreis Rhein-Neckar-Kreis;972,05;509.406,00;u
Sinspelt;Landkreis Eifelkreis Bitburg-Prüm;1.732,70;99.234,00;r
Sinzheim;Landkreis Rastatt;740,00;222.539,00;u
Sinzig;Landkreis Ahrweiler;816,76;129.806,00;u
Sinzing;Landkreis Regensburg;1.392,36;182.469,00;r
Sippersfeld;Landkreis Donnersbergkreis;705,66;80.477,00;r
Sipplingen;Landkreis Bodenseekreis;664,29;204.163,00;u
Sirksfelde;Kreis Herzogtum Lauenburg;1.110,71;190.763,00;u
Sittensen;Landkreis Rotenburg (Wümme);2.148,82;172.747,00;r
Sitters;Landkreis Bad Kreuznach;920,86;163.452,00;u
Sitzendorf;Landkreis Saalfeld-Rudolstadt;977,95;109.608,00;r
Sixenhof;Landkreis Ostalbkreis;1.564,10;312.218,00;u
Söchtenau;Landkreis Rosenheim;1.518,28;244.687,00;u
Soderstorf;Landkreis Lüneburg;1.068,20;169.554,00;u
Soest;Kreis Soest;1.327,65;297.431,00;u
Sögel;Landkreis Emsland;2.882,18;312.236,00;r
Sohl;Landkreis Neuwied;595,95;176.419,00;u
Sohland;Landkreis Bautzen;2.402,14;316.006,00;r
Söhlde;Landkreis Hildesheim;1.207,70;277.924,00;u
Sohren;Landkreis Rhein-Hunsrück-Kreis;991,23;103.662,00;r
Söhren;Kreis Herzogtum Lauenburg;1.110,71;190.763,00;u
Söhrewald;Landkreis Kassel;1.290,55;235.145,00;u
Sohrschied;Landkreis Rhein-Hunsrück-Kreis;991,23;103.662,00;r
Sölden;Landkreis Breisgau-Hochschwarzwald;1.339,71;244.978,00;u
Solingen;Kreisfreie Stadt Solingen;89,46;155.386,00;u
Solkwitz;Landkreis Saale-Orla-Kreis;1.146,29;85.837,00;r
Sollerup;Kreis Schleswig-Flensburg;1.999,27;221.013,00;r
Söllingen;Landkreis Helmstedt;681,68;91.558,00;r
Sollstedt;Landkreis Nordhausen;712,69;87.366,00;r
Sollwitt;Kreis Nordfriesland;2.129,66;166.100,00;r
Solms;Landkreis Lahn-Dill-Kreis;1.065,67;253.676,00;u
Solnhofen;Landkreis Weißenburg-Gunzenhausen;973,00;92.556,00;r
Soltau;Landkreis Heidekreis;1.624,73;118.316,00;r
Soltendieck;Landkreis Uelzen;1.481,69;93.949,00;r
Sommerach;Landkreis Kitzingen;683,60;87.849,00;r
Sommerau;Landkreis Trier-Saarburg;1.080,07;138.442,00;r
Sömmerda;Landkreis Sömmerda;807,41;71.972,00;r
Sommerhausen;Landkreis Würzburg;967,41;158.217,00;u
Sommerkahl;Landkreis Aschaffenburg;692,82;174.706,00;u
Sommerland;Kreis Steinburg;972,59;127.718,00;r
Sommerloch;Landkreis Bad Kreuznach;920,86;163.452,00;u
Sommersdorf;Landkreis Börde;3.099,16;203.092,00;r
Sonderhof;Landkreis Unterallgäu;1.228,93;135.460,00;r
Sonderhofen;Landkreis Würzburg;967,41;158.217,00;u
Sondershausen;Landkreis Kyffhäuserkreis;1.037,58;80.236,00;r
Sondheim v.d.Rhön;Landkreis Rhön-Grabfeld;1.017,06;80.980,00;r
Sonneberg;Landkreis Sonneberg;490,76;63.037,00;r
Sonneborn;Landkreis Gotha;951,39;137.259,00;r
Sönnebüll;Kreis Nordfriesland;2.129,66;166.100,00;r
Sonnefeld;Landkreis Coburg;590,35;87.833,00;r
Sonnen;Landkreis Passau;1.532,86;184.986,00;r
Sonnenberg;Landkreis Oberhavel;1.810,74;201.581,00;r
Sonnenberg-Winnenberg;Landkreis Birkenfeld;825,16;87.116,00;r
Sonnenbühl;Landkreis Reutlingen;1.093,24;273.540,00;u
Sonnenhof;Stadtkreis Stuttgart;210,69;585.791,00;u
Sonnenstein;Landkreis Eichsfeld;942,96;102.407,00;r
Sonnewalde;Landkreis Elbe-Elster;1.902,49;110.595,00;r
Sonnschied;Landkreis Birkenfeld;825,16;87.116,00;r
Sonsbeck;Kreis Wesel;1.042,61;462.014,00;u
Sontheim;Landkreis Unterallgäu;1.228,93;135.460,00;r
Sontheim an der Brenz;Landkreis Heidenheim;647,25;129.973,00;u
Sonthofen;Landkreis Oberallgäu;1.526,94;149.046,00;r
Sontra;Landkreis Werra-Meißner-Kreis;1.024,64;102.436,00;r
Sophienhamm;Kreis Rendsburg-Eckernförde;2.256,69;283.927,00;r
Sören;Kreis Rendsburg-Eckernförde;2.256,69;283.927,00;r
Sorge;Landkreis Harz;2.113,76;239.545,00;r
Sörgenloch;Landkreis Mainz-Bingen;571,11;193.441,00;u
Sörth;Landkreis Altenkirchen (Westerwald);774,66;148.052,00;u
Sörup;Kreis Schleswig-Flensburg;1.999,27;221.013,00;r
Sosberg;Landkreis Cochem-Zell;642,48;58.868,00;r
Sottrum;Landkreis Rotenburg (Wümme);2.148,82;172.747,00;r
Soyen;Landkreis Rosenheim;1.518,28;244.687,00;u
Spabrücken;Landkreis Bad Kreuznach;920,86;163.452,00;u
Spahnharrenstätte;Landkreis Emsland;2.882,18;312.236,00;r
Spaichingen;Landkreis Tuttlingen;715,74;131.707,00;u
Spall;Landkreis Bad Kreuznach;920,86;163.452,00;u
Spalt;Landkreis Roth;934,62;162.015,00;u
Spaltenhof;Kreis Nordfriesland;2.129,66;166.100,00;r
Spangdahlem;Landkreis Eifelkreis Bitburg-Prüm;1.732,70;99.234,00;r
Spangenberg;Landkreis Schwalm-Eder-Kreis;1.537,76;182.119,00;r
Spantekow;Landkreis Vorpommern-Greifswald;3.987,01;245.914,00;r
Spardorf;Landkreis Erlangen-Höchstadt;561,54;127.368,00;u
Sparneck;Landkreis Hof;885,37;99.647,00;r
Spatzenhausen;Landkreis Garmisch-Partenkirchen;1.012,86;84.149,00;r
Spay;Landkreis Mayen-Koblenz;628,44;193.047,00;u
Spechbach;Landkreis Rhein-Neckar-Kreis;972,05;509.406,00;u
Speicher;Landkreis Eifelkreis Bitburg-Prüm;1.732,70;99.234,00;r
Speichersdorf;Landkreis Bayreuth;1.289,34;105.722,00;r
Speinshart;Landkreis Neustadt a.d. Waldnaab;1.509,77;138.940,00;r
Spelle;Landkreis Emsland;2.882,18;312.236,00;r
Spenge;Kreis Herford;450,00;251.309,00;u
Sperrhof;Landkreis Ostalbkreis;1.564,10;312.218,00;u
Spesenroth;Landkreis Rhein-Hunsrück-Kreis;991,23;103.662,00;r
Spessart;Landkreis Ahrweiler;816,76;129.806,00;u
Speyer;Kreisfreie Stadt Speyer;41,76;49.582,00;u
Spiegelau;Landkreis Freyung-Grafenau;985,64;78.573,00;r
Spiegelberg;Landkreis Rems-Murr-Kreis;788,93;399.855,00;u
Spiegelhagen;Landkreis Prignitz;1.671,97;70.727,00;r
Spiekeroog;Landkreis Wittmund;661,98;57.286,00;r
Spielmannsholz;Landkreis Eifelkreis Bitburg-Prüm;1.732,70;99.234,00;r
Spiesen-Elversberg;Landkreis Neunkirchen;249,56;135.730,00;u
Spiesheim;Landkreis Alzey-Worms;591,37;125.821,00;u
Spirkelbach;Landkreis Südwestpfalz;1.035,97;109.828,00;r
Spitalhaus;Landkreis Schwandorf;1.448,40;142.029,00;r
Spittenreut;Landkreis Berchtesgadener Land;840,67;100.988,00;r
Spitzau;Landkreis Landshut;1.348,42;162.933,00;r
Splietsdorf;Landkreis Vorpommern-Rügen;3.165,67;226.652,00;r
Sponheim;Landkreis Bad Kreuznach;920,86;163.452,00;u
Sponholz;Landkreis Mecklenburgische Seenplatte;5.480,97;268.858,00;r
Spornitz;Landkreis Ludwigslust-Parchim;5.275,72;226.973,00;r
Spraitbach;Landkreis Ostalbkreis;1.564,10;312.218,00;u
Sprakebüll;Kreis Nordfriesland;2.129,66;166.100,00;r
Sprakensehl;Landkreis Gifhorn;1.566,89;171.648,00;r
Spreenhagen;Landkreis Oder-Spree;2.211,53;176.547,00;r
Spreetal;Landkreis Bautzen;2.402,14;316.006,00;r
Spreewaldheide;Landkreis Dahme-Spreewald;2.278,67;161.072,00;r
Spreiterhof;Landkreis Donnersbergkreis;705,66;80.477,00;r
Spremberg;Landkreis Spree-Neiße;1.662,10;123.136,00;r
Sprendlingen;Landkreis Bad Kreuznach;920,86;163.452,00;u
Springe;Landkreis Region Hannover;2.295,00;1.102.881,00;u
Springhoe;Kreis Steinburg;972,59;127.718,00;r
Sprink;Landkreis Vulkaneifel;1.042,71;76.776,00;r
Spritzenmühle;Landkreis Miltenberg;748,95;132.364,00;u
Sprockhövel;Kreis Ennepe-Ruhr-Kreis;408,24;326.046,00;u
Sprötau;Landkreis Sömmerda;807,41;71.972,00;r
Sprung;Landkreis Berchtesgadener Land;840,67;100.988,00;r
St Georgen;Landkreis Traunstein;1.457,39;168.951,00;r
St. Alban;Landkreis Donnersbergkreis;705,66;80.477,00;r
St. Andreasberg;Landkreis Goslar;966,12;140.303,00;r
St. Annen;Kreis Dithmarschen;1.314,31;127.022,00;r
St. Bernhard;Landkreis Hildburghausen;902,59;65.171,00;r
St. Blasien;Landkreis Waldshut;1.130,54;163.394,00;r
St. Egidien;Landkreis Zwickau;950,52;335.773,00;u
St. Gangloff;Landkreis Saale-Holzland-Kreis;729,06;78.732,00;r
St. Georgen im Schwarzwald;Landkreis Schwarzwald-Baar-Kreis;1.024,55;204.281,00;u
St. Goar;Landkreis Rhein-Hunsrück-Kreis;991,23;103.662,00;r
St. Goarshausen;Landkreis Rhein-Lahn-Kreis;826,60;125.539,00;u
St. Ingbert;Landkreis Saarpfalz-Kreis;417,97;145.485,00;u
St. Johann;Landkreis Alzey-Worms;591,37;125.821,00;u
St. Katharinen;Landkreis Neuwied;595,95;176.419,00;u
St. Leon-Rot;Landkreis Rhein-Neckar-Kreis;972,05;509.406,00;u
St. Märgen;Landkreis Breisgau-Hochschwarzwald;1.339,71;244.978,00;u
St. Martin;Landkreis Südliche Weinstraße;667,05;109.962,00;u
St. Michaelisdonn;Kreis Dithmarschen;1.314,31;127.022,00;r
St. Oswald;Landkreis Freyung-Grafenau;985,64;78.573,00;r
St. Ottilien;Landkreis Landsberg am Lech;768,72;111.807,00;r
St. Peter;Landkreis Emmendingen;715,72;159.225,00;u
St. Wendel;Landkreis St. Wendel;476,60;90.271,00;u
Stäbelow;Landkreis Rostock;3.367,72;219.050,00;r
Stade;Landkreis Stade;1.215,40;196.018,00;u
Stadecken-Elsheim;Landkreis Mainz-Bingen;571,11;193.441,00;u
Stadelhofen;Landkreis Bamberg;1.167,23;143.775,00;r
Stadl;Landkreis Berchtesgadener Land;840,67;100.988,00;r
Stadland;Landkreis Wesermarsch;819,53;90.650,00;r
Stadlern;Landkreis Schwandorf;1.448,40;142.029,00;r
Stadt Wehlen;Landkreis Sächsische Schweiz-Osterzgebirge;1.657,79;247.443,00;r
Stadtallendorf;Landkreis Marburg-Biedenkopf;1.261,10;241.518,00;u
Stadtbek;Kreis Segeberg;1.443,50;269.392,00;u
Stadtbekermühle;Kreis Segeberg;1.443,50;269.392,00;u
Stadtbergen;Landkreis Augsburg;1.078,84;238.845,00;u
Stadthagen;Landkreis Schaumburg;675,21;157.917,00;u
Stadtilm;Landkreis Ilm-Kreis;819,46;109.562,00;r
Stadtkyll;Landkreis Vulkaneifel;1.042,71;76.776,00;r
Stadtlauringen;Landkreis Schweinfurt;832,66;113.230,00;r
Stadtlohn;Kreis Borken;1.420,32;364.240,00;u
Stadtoldendorf;Landkreis Holzminden;693,50;73.651,00;r
Stadtprozelten;Landkreis Miltenberg;748,95;132.364,00;u
Stadtroda;Landkreis Saale-Holzland-Kreis;729,06;78.732,00;r
Stadtsteinach;Landkreis Kulmbach;658,26;74.281,00;r
Stadum;Kreis Nordfriesland;2.129,66;166.100,00;r
Staffhorst;Landkreis Diepholz;1.989,36;212.437,00;r
Stafstedt;Kreis Rendsburg-Eckernförde;2.256,69;283.927,00;r
Stahlberg;Landkreis Donnersbergkreis;705,66;80.477,00;r
Stahlhofen;Landkreis Westerwaldkreis;896,44;189.443,00;u
Stahlhofen am Wiesensee;Landkreis Westerwaldkreis;896,44;189.443,00;u
Stahnsdorf;Landkreis Potsdam-Mittelmark;2.603,43;203.609,00;r
Staig;Landkreis Alb-Donau-Kreis;1.365,44;183.722,00;r
Stakendorf;Kreis Plön;1.155,28;145.095,00;r
Stalförden;Landkreis Cloppenburg;1.419,64;160.115,00;r
Stallwang;Landkreis Straubing-Bogen;1.202,52;96.269,00;r
Stammbach;Landkreis Hof;885,37;99.647,00;r
Stammham;Landkreis Altötting;556,17;97.226,00;u
Stampfl;Landkreis Mühldorf a. Inn;819,66;115.808,00;r
Stamsried;Landkreis Cham;1.528,50;126.237,00;r
Standenbühl;Landkreis Donnersbergkreis;705,66;80.477,00;r
Standorf;Landkreis Main-Tauber-Kreis;1.268,66;126.991,00;r
Stangheck;Kreis Schleswig-Flensburg;1.999,27;221.013,00;r
Stapel;Kreis Schleswig-Flensburg;1.999,27;221.013,00;r
Stapelburg;Landkreis Harz;2.113,76;239.545,00;r
Stapelfeld;Kreisfreie Stadt Hamburg;802,25;1.726.063,00;u
Starkenberg;Landkreis Altenburger Land;569,64;97.003,00;u
Starkenburg;Landkreis Bernkastel-Wittlich;1.090,26;112.068,00;r
Starnberg;Landkreis Starnberg;465,68;120.683,00;u
Starzach;Landkreis Tübingen;517,04;211.984,00;u
Staßfurt;Landkreis Salzlandkreis;1.433,92;205.785,00;r
Staucha;Landkreis Meißen;1.456,73;247.615,00;u
Stauchitz;Landkreis Meißen;1.456,73;247.615,00;u
Staudach-Egerndach;Landkreis Traunstein;1.457,39;168.951,00;r
Staudernheim;Landkreis Bad Kreuznach;920,86;163.452,00;u
Staudt;Landkreis Westerwaldkreis;896,44;189.443,00;u
Staufen im Breisgau;Landkreis Breisgau-Hochschwarzwald;1.339,71;244.978,00;u
Staufenberg;Kreisfreie Stadt Kassel;186,31;198.831,00;u
Staven;Landkreis Mecklenburgische Seenplatte;5.480,97;268.858,00;r
Stavenhagen;Landkreis Mecklenburgische Seenplatte;5.480,97;268.858,00;r
Stavern;Landkreis Emsland;2.882,18;312.236,00;r
Stebach;Landkreis Neuwied;595,95;176.419,00;u
Stechau;Landkreis Elbe-Elster;1.902,49;110.595,00;r
Stechlin;Landkreis Oberhavel;1.810,74;201.581,00;r
Stechow-Ferchesar;Landkreis Stendal;2.679,48;119.034,00;r
Steckenbergermühle;Landkreis Rhein-Lahn-Kreis;826,60;125.539,00;u
Stedesand;Kreis Nordfriesland;2.129,66;166.100,00;r
Stedesdorf;Landkreis Wittmund;661,98;57.286,00;r
Steenfeld;Kreis Rendsburg-Eckernförde;2.256,69;283.927,00;r
Steffeln;Landkreis Eifelkreis Bitburg-Prüm;1.732,70;99.234,00;r
Steffenberg;Landkreis Marburg-Biedenkopf;1.261,10;241.518,00;u
Steffenshagen;Landkreis Rostock;3.367,72;219.050,00;r
Steffenshof;Landkreis Rhein-Hunsrück-Kreis;991,23;103.662,00;r
Stegaurach;Landkreis Bamberg;1.167,23;143.775,00;r
Stegelitz;Landkreis Jerichower Land;2.021,83;103.142,00;r
Stegen;Landkreis Breisgau-Hochschwarzwald;1.339,71;244.978,00;u
Steigra;Landkreis Saalekreis;1.549,73;199.557,00;r
Steimbke;Landkreis Nienburg (Weser);1.399,84;122.881,00;r
Steimel;Landkreis Altenkirchen (Westerwald);774,66;148.052,00;u
Stein;Kreis Plön;1.155,28;145.095,00;r
Stein a.d.Traun;Landkreis Traunstein;1.457,39;168.951,00;r
Steina;Landkreis Bautzen;2.402,14;316.006,00;r
Steinach;Landkreis Ortenaukreis;1.944,82;432.903,00;u
Steinächle;Landkreis Rems-Murr-Kreis;788,93;399.855,00;u
Steinalben;Landkreis Südwestpfalz;1.035,97;109.828,00;r
Steinau;Landkreis Cuxhaven;2.048,08;199.913,00;r
Steinbach;Landkreis Eichsfeld;942,96;102.407,00;r
Steinbach (Taunus);Landkreis Hochtaunuskreis;481,78;226.168,00;u
Steinbach a. Wald;Landkreis Kronach;651,32;70.063,00;r
Steinbach am Donnersberg;Landkreis Donnersbergkreis;705,66;80.477,00;r
Steinbach am Glan;Landkreis Kusel;507,89;69.094,00;r
Steinbach-Hallenberg;Landkreis Schmalkalden-Meiningen;1.191,04;126.421,00;r
Steinbeck;Landkreis Nordwestmecklenburg;2.122,63;157.264,00;r
Steinberg;Kreis Schleswig-Flensburg;1.999,27;221.013,00;r
Steinberg am See;Landkreis Schwandorf;1.448,40;142.029,00;r
Steinbergkirche;Kreis Schleswig-Flensburg;1.999,27;221.013,00;r
Stein-Bockenheim;Landkreis Alzey-Worms;591,37;125.821,00;u
Steinborn;Landkreis Eifelkreis Bitburg-Prüm;1.732,70;99.234,00;r
Steinburg;Kreis Stormarn;836,53;205.490,00;u
Steindorf;Landkreis Aichach-Friedberg;779,72;126.556,00;u
Steinebach;Landkreis Altenkirchen (Westerwald);774,66;148.052,00;u
Steinebach an der Wied;Landkreis Altenkirchen (Westerwald);774,66;148.052,00;u
Steineberg;Landkreis Vulkaneifel;1.042,71;76.776,00;r
Steinefrenz;Landkreis Westerwaldkreis;896,44;189.443,00;u
Steinen;Landkreis Lörrach;806,08;218.992,00;u
Steinenbronn;Landkreis Böblingen;616,30;364.070,00;u
Steinerholz;Kreis Rendsburg-Eckernförde;2.256,69;283.927,00;r
Steineroth;Landkreis Altenkirchen (Westerwald);774,66;148.052,00;u
